battery_id,voltage_mean,voltage_max,voltage_std,current_mean,current_std,temp_max,temp_mean,discharge_time,battery_health
B0047,3.4752664759657903,4.246764125510136,0.2846255796735321,-0.9527668403077523,0.20144763569935933,12.376815880696888,8.272422519178683,6436.141,100.0
B0047,3.4765588189090355,4.186635709569866,0.27249491756368766,-0.9838885014038209,0.106707692501956,11.314903320182369,8.210715424489035,5650.265,91.04472858585216
B0047,3.4707669643372343,4.199922751479228,0.2785348039336943,-0.9838892612061609,0.10731479696293067,11.624528187721143,7.954455063989402,5590.907,90.07179259172385
B0047,3.4675514337042928,4.199568876812779,0.27841577779232307,-0.9789465319710104,0.12749941051411634,11.0929238810592,7.985864710265717,5543.61,88.60739364832826
B0047,3.4628386272032645,4.1993968014662295,0.28258451732101864,-0.9762620303137102,0.13677027017945223,11.020979145558456,8.009426990342208,5499.046,87.62676993307483
B0047,3.4591836330966035,4.198907847432783,0.2809207435392792,-0.9711681299821951,0.15320166429797555,11.05909419348262,8.033626730077737,5461.219,86.53491316743637
B0047,3.440865649757287,4.163303236325632,0.27717370194432245,-0.9709334670284248,0.15361255478969701,11.877028657628198,8.150799939416203,5451.281,86.35545128053374
B0047,3.44810227661685,4.181797294694067,0.28324972172276147,-0.9610547420763002,0.18072914493363487,11.559250858608888,8.230899786348077,5468.062,85.47537541839961
B0047,3.4496654644975946,4.197837203348764,0.2801180152601075,-0.9582923588349711,0.18795126667322634,11.34743713793976,8.146945225413083,5411.297,84.76799436617847
B0047,3.4449123724079618,4.197777018222757,0.2854394747134755,-0.9553719838321842,0.19493355285943675,11.693269060729056,8.251894856354932,5369.703,83.61664306420813
B0047,3.4418308643708455,4.197306543877358,0.28257507687267536,-0.9527836491780217,0.201619340838536,11.557441727679937,8.23497518866995,5327.406,82.93088059439815
B0047,3.4344681780842876,4.19770091242359,0.29109652836021227,-0.949814677088373,0.20780089499321494,11.667407771157473,8.269239827690175,5299.266,81.53972395267488
B0047,3.430115214310407,4.1533796403143945,0.27346183379366445,-0.962374774611937,0.1770451371609594,11.311016339650983,8.236583239584068,5367.172,83.97779626140351
B0047,3.442078085056046,4.1809212253928045,0.2793773991192219,-0.9528782892582865,0.20076784571510078,11.175603921563273,8.16126508624072,5406.812,83.96047170054104
B0047,3.4424678812268277,4.198049966629152,0.2828692728108212,-0.9497638833815831,0.20761258162955815,11.15023736338702,8.25301239256121,5353.094,82.82639660220997
